provinsi,komoditas,golongan_pengeluaran,konsumsi_perkapita_per_minggu,jumlah_penduduk,persentase_kemiskinan,tingkat_pengangguran,akses_pendidikan,fasilitas_kesehatan,akses_air_bersih,kategori_kemiskinan
Sumatera Barat,Jagung pipilan/beras jagung/jagung titi,750 000- 999 999.12,1.469,2755,19.1,4.23,sedang,memadai,ya,sedang
Sumatera Selatan,Jagung pipilan/beras jagung/jagung titi,1 000 000- 1 499 999.12,1.497,1654,21.23,9.66,sedang,memadai,tidak,sedang
Sumatera Selatan,Jagung pipilan/beras jagung/jagung titi,> 1 500 000.12,1.386,4999,12.68,8.35,baik,memadai,tidak,rendah
Sumatera Utara,Jagung pipilan/beras jagung/jagung titi,200 000- 299 999.13,2.553,3691,14.3,16.6,sedang,memadai,ya,tinggi
Sumatera Selatan,Jagung pipilan/beras jagung/jagung titi,300 000- 499 999.13,1.424,2196,7.06,5.97,sedang,memadai,tidak,rendah
Sumatera Barat,Jagung pipilan/beras jagung/jagung titi,500 000- 749 999.13,1.723,4491,26.42,15.86,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Jagung pipilan/beras jagung/jagung titi,750 000- 999 999.13,1.793,2148,19.81,11.51,sedang,memadai,ya,sedang
Sumatera Barat,Jagung pipilan/beras jagung/jagung titi,1 000 000- 1 499 999.13,1.895,1945,7.09,4.39,buruk,memadai,tidak,rendah
Sumatera Selatan,Jagung pipilan/beras jagung/jagung titi,> 1 500 000.13,1.914,4699,25.11,19.48,sedang,memadai,tidak,tinggi
Sumatera Barat,Jagung pipilan/beras jagung/jagung titi,200 000- 299 999.14,2.406,4423,16.1,15.48,baik,tidak memadai,ya,tinggi
Sumatera Barat,Jagung pipilan/beras jagung/jagung titi,300 000- 499 999.14,1.408,753,24.13,7.42,sedang,memadai,ya,sedang
Sumatera Selatan,Jagung pipilan/beras jagung/jagung titi,500 000- 749 999.14,1.613,3683,5.32,12.89,sedang,memadai,ya,rendah
Sumatera Selatan,Jagung pipilan/beras jagung/jagung titi,750 000- 999 999.14,1.65,3057,5.72,18.3,baik,tidak memadai,ya,tinggi
Sumatera Utara,Jagung pipilan/beras jagung/jagung titi,1 000 000- 1 499 999.14,1.702,598,9.27,18.82,baik,tidak memadai,ya,tinggi
Sumatera Barat,Jagung pipilan/beras jagung/jagung titi,> 1 500 000.14,1.578,2700,10.27,15.43,sedang,memadai,tidak,tinggi
Sumatera Barat,Jagung pipilan/beras jagung/jagung titi,300 000- 499 999.15,1.249,3461,24.1,15.37,sedang,tidak memadai,ya,tinggi
Sumatera Barat,Jagung pipilan/beras jagung/jagung titi,500 000- 749 999.15,1.434,4933,22.67,7.72,buruk,memadai,ya,sedang
Sumatera Selatan,Jagung pipilan/beras jagung/jagung titi,750 000- 999 999.15,1.412,4277,20.4,19.83,sedang,tidak memadai,tidak,tinggi
Sumatera Selatan,Jagung pipilan/beras jagung/jagung titi,1 000 000- 1 499 999.15,1.449,3369,27.12,7.14,baik,memadai,ya,tinggi
Sumatera Barat,Jagung pipilan/beras jagung/jagung titi,> 1 500 000.15,1.46,3734,11.18,4.52,baik,memadai,ya,rendah
Sumatera Utara,Tepung terigu,300 000- 499 999.16,1.517,4291,27.61,19.62,baik,memadai,ya,tinggi
Sumatera Selatan,Tepung terigu,500 000- 749 999.16,1.52,1456,27.74,5.6,sedang,memadai,tidak,tinggi
Sumatera Utara,Tepung terigu,750 000- 999 999.16,1.706,4567,15.86,11.87,baik,memadai,ya,sedang
Sumatera Selatan,Tepung terigu,1 000 000- 1 499 999.16,1.849,660,7.36,10.96,baik,memadai,tidak,rendah
Sumatera Utara,Tepung terigu,> 1 500 000.16,1.899,4993,23.16,17.42,baik,memadai,ya,tinggi
Sumatera Utara,Tepung terigu,300 000- 499 999.17,1.413,1800,13.42,9.74,baik,tidak memadai,ya,rendah
Sumatera Selatan,Tepung terigu,500 000- 749 999.17,1.488,4487,24.87,11.54,baik,memadai,tidak,sedang
Sumatera Utara,Tepung terigu,750 000- 999 999.17,1.588,2027,9.09,3.74,sedang,memadai,tidak,rendah
Sumatera Barat,Tepung terigu,1 000 000- 1 499 999.17,1.656,1718,18.49,6.53,baik,memadai,tidak,sedang
Sumatera Selatan,Tepung terigu,> 1 500 000.17,1.612,4996,17.7,17.16,baik,memadai,ya,tinggi
Sumatera Utara,Tepung terigu,300 000- 499 999.18,1.474,3604,7.51,11.13,buruk,tidak memadai,tidak,rendah
Sumatera Selatan,Tepung terigu,500 000- 749 999.18,1.386,3235,14.08,6.93,sedang,memadai,tidak,rendah
Sumatera Selatan,Tepung terigu,750 000- 999 999.18,1.384,1454,7.12,9.27,sedang,tidak memadai,ya,rendah
Sumatera Barat,Tepung terigu,1 000 000- 1 499 999.18,1.393,3946,16.62,7.85,baik,tidak memadai,ya,sedang
Sumatera Barat,Tepung terigu,> 1 500 000.18,1.341,1545,26.07,12.46,baik,memadai,ya,tinggi
Sumatera Barat,Tepung terigu,300 000- 499 999.19,1.419,2193,11.76,3.87,sedang,memadai,tidak,rendah
Sumatera Utara,Tepung terigu,500 000- 749 999.19,1.513,3936,24.12,6.82,baik,memadai,tidak,sedang
Sumatera Selatan,Tepung terigu,750 000- 999 999.19,1.653,1062,9.59,9.03,baik,memadai,ya,rendah
Sumatera Utara,Tepung terigu,1 000 000- 1 499 999.19,1.795,2985,21.84,18.78,sedang,memadai,ya,tinggi
Sumatera Barat,Tepung terigu,> 1 500 000.19,1.813,3854,27.89,13.6,baik,tidak memadai,ya,tinggi
Sumatera Selatan,Tepung terigu,300 000- 499 999.20,1.437,725,13.1,11.57,sedang,memadai,tidak,rendah
Sumatera Utara,Tepung terigu,500 000- 749 999.20,1.467,1459,27.51,6.24,baik,memadai,tidak,tinggi
Sumatera Utara,Tepung terigu,750 000- 999 999.20,1.547,3567,17.64,12.48,baik,memadai,tidak,sedang
Sumatera Utara,Tepung terigu,1 000 000- 1 499 999.20,1.598,1315,12.92,18.79,sedang,tidak memadai,ya,tinggi
Sumatera Barat,Tepung terigu,> 1 500 000.20,1.505,3620,27.41,12.63,sedang,memadai,tidak,tinggi
Sumatera Selatan,Tepung terigu,300 000- 499 999,0.021,516,5.8,5.8,sedang,memadai,ya,rendah
Sumatera Utara,Tepung terigu,500 000- 749 999,0.003,1743,5.7,19.95,baik,memadai,tidak,tinggi
Sumatera Utara,Tepung terigu,750 000- 999 999,0.001,2705,20.0,11.48,baik,tidak memadai,ya,sedang
Sumatera Barat,Tepung terigu,1 000 000- 1 499 999,0.001,3024,24.92,8.43,baik,memadai,tidak,sedang
Sumatera Barat,Tepung terigu,> 1 500 000,0.003,1569,23.79,11.56,sedang,memadai,ya,sedang
Sumatera Barat,Tepung terigu,300 000- 499 999.1,0.001,3944,6.99,7.48,baik,tidak memadai,tidak,rendah
Sumatera Selatan,Tepung terigu,500 000- 749 999.1,0.003,3065,28.76,3.52,sedang,tidak memadai,tidak,tinggi
Sumatera Barat,Tepung terigu,750 000- 999 999.1,0.012,1560,22.58,18.12,sedang,memadai,ya,tinggi
Sumatera Utara,Tepung terigu,1 000 000- 1 499 999.1,0.009,2827,28.73,10.29,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Tepung terigu,> 1 500 000.1,0.017,3920,13.23,15.8,baik,memadai,tidak,tinggi
Sumatera Selatan,Tepung terigu,300 000- 499 999.2,0.006,801,22.35,19.51,baik,tidak memadai,tidak,tinggi
Sumatera Barat,Tepung terigu,500 000- 749 999.2,0.003,4776,26.5,13.75,baik,tidak memadai,ya,tinggi
Sumatera Selatan,Tepung terigu,750 000- 999 999.2,0.008,1106,14.51,14.76,baik,memadai,tidak,rendah
Sumatera Barat,Tepung terigu,1 000 000- 1 499 999.2,0.006,3670,29.12,19.04,baik,tidak memadai,ya,tinggi
Sumatera Utara,Tepung terigu,> 1 500 000.2,0.007,1199,11.62,11.78,buruk,tidak memadai,ya,rendah
Sumatera Utara,Tepung terigu,500 000- 749 999.3,0.001,1639,12.89,8.44,buruk,memadai,ya,rendah
Sumatera Utara,Tepung terigu,750 000- 999 999.3,0.001,690,28.01,18.66,baik,tidak memadai,ya,tinggi
Sumatera Selatan,Tepung terigu,1 000 000- 1 499 999.3,0.002,2800,29.24,4.17,baik,memadai,tidak,tinggi
Sumatera Selatan,Tepung terigu,> 1 500 000.3,0.004,1480,12.13,6.65,baik,memadai,ya,rendah
Sumatera Selatan,Tepung terigu,300 000- 499 999.4,0.005,3475,8.41,8.8,sedang,memadai,ya,rendah
Sumatera Barat,Tepung terigu,500 000- 749 999.4,0.005,1684,23.98,16.3,buruk,memadai,tidak,tinggi
Sumatera Utara,Tepung terigu,750 000- 999 999.4,0.006,3827,28.24,18.37,sedang,memadai,ya,tinggi
Sumatera Utara,Tepung terigu,1 000 000- 1 499 999.4,0.011,3894,20.02,10.68,sedang,tidak memadai,ya,sedang
Sumatera Utara,Tepung terigu,> 1 500 000.4,0.017,627,20.86,7.86,sedang,memadai,tidak,sedang
Sumatera Selatan,Tepung terigu,300 000- 499 999.5,0.004,2565,24.07,9.0,baik,memadai,ya,sedang
Sumatera Utara,Tepung terigu,500 000- 749 999.5,0.004,2316,8.83,14.16,baik,memadai,ya,rendah
Sumatera Selatan,Tepung terigu,750 000- 999 999.5,0.004,1069,29.34,5.69,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Tepung terigu,1 000 000- 1 499 999.5,0.006,2395,14.11,12.31,sedang,memadai,ya,rendah
Sumatera Utara,Tepung terigu,> 1 500 000.5,0.008,3233,20.71,13.0,sedang,memadai,ya,sedang
Sumatera Utara,Tepung terigu,300 000- 499 999.6,0.003,4363,16.72,15.03,buruk,tidak memadai,ya,tinggi
Sumatera Utara,Tepung terigu,500 000- 749 999.6,0.005,4514,16.7,13.27,buruk,memadai,ya,sedang
Sumatera Barat,Tepung terigu,750 000- 999 999.6,0.007,3401,22.57,4.65,baik,memadai,tidak,sedang
Sumatera Barat,Tepung terigu,1 000 000- 1 499 999.6,0.009,2186,29.87,14.71,baik,tidak memadai,ya,tinggi
Sumatera Utara,Tepung terigu,> 1 500 000.6,0.012,3509,21.48,3.37,sedang,memadai,ya,sedang
Sumatera Barat,Tepung terigu,300 000- 499 999.7,0.004,654,24.85,9.64,baik,memadai,tidak,sedang
Sumatera Selatan,Tepung terigu,500 000- 749 999.7,0.008,3037,5.69,10.09,sedang,tidak memadai,ya,rendah
Sumatera Selatan,Tepung terigu,750 000- 999 999.7,0.012,1909,25.26,4.98,baik,tidak memadai,ya,tinggi
Sumatera Selatan,Tepung terigu,1 000 000- 1 499 999.7,0.019,4557,12.5,3.17,buruk,tidak memadai,ya,rendah
Sumatera Barat,Tepung terigu,> 1 500 000.7,0.021,1284,8.17,4.21,buruk,memadai,ya,rendah
Sumatera Barat,Tepung terigu,300 000- 499 999.8,0.003,3675,7.83,10.59,baik,memadai,tidak,rendah
Sumatera Selatan,Tepung terigu,500 000- 749 999.8,0.007,4841,22.0,7.09,sedang,memadai,tidak,sedang
Sumatera Barat,Tepung terigu,750 000- 999 999.8,0.01,3306,29.94,4.17,buruk,memadai,tidak,tinggi
Sumatera Selatan,Tepung terigu,1 000 000- 1 499 999.8,0.014,1037,21.65,7.36,baik,memadai,tidak,sedang
Sumatera Selatan,Tepung terigu,> 1 500 000.8,0.015,2341,11.56,11.99,sedang,tidak memadai,ya,rendah
Sumatera Utara,Tepung terigu,300 000- 499 999.9,0.045,2955,10.08,15.62,sedang,tidak memadai,ya,tinggi
Sumatera Utara,Tepung terigu,500 000- 749 999.9,0.001,1024,18.15,10.0,baik,memadai,tidak,sedang
Sumatera Barat,Tepung terigu,750 000- 999 999.9,0.002,3450,6.63,13.42,baik,tidak memadai,ya,rendah
Sumatera Barat,Tepung terigu,1 000 000- 1 499 999.9,0.004,4631,14.98,13.14,sedang,tidak memadai,ya,rendah
Sumatera Barat,Tepung terigu,> 1 500 000.9,0.005,4615,21.66,18.24,sedang,memadai,ya,tinggi
Sumatera Selatan,Tepung terigu,300 000- 499 999.10,0.006,2868,29.19,6.05,sedang,memadai,tidak,tinggi
Sumatera Barat,Tepung terigu,500 000- 749 999.10,0.004,4347,15.64,11.1,baik,memadai,ya,sedang
Sumatera Barat,Tepung terigu,750 000- 999 999.10,0.006,4995,10.01,13.74,sedang,memadai,ya,rendah
Sumatera Barat,Tepung terigu,1 000 000- 1 499 999.10,0.012,3201,25.43,11.84,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Tepung terigu,> 1 500 000.10,0.01,1471,23.6,10.66,sedang,memadai,ya,sedang
Sumatera Utara,Tepung terigu,300 000- 499 999.11,0.021,1666,26.49,19.55,sedang,tidak memadai,ya,tinggi
Sumatera Utara,Tepung terigu,500 000- 749 999.11,0.003,3274,10.37,19.01,baik,tidak memadai,ya,tinggi
Sumatera Barat,Tepung terigu,750 000- 999 999.11,0.004,2482,15.12,13.39,baik,memadai,ya,sedang
Sumatera Barat,Tepung terigu,1 000 000- 1 499 999.11,0.008,1353,29.54,10.47,sedang,tidak memadai,tidak,tinggi
Sumatera Utara,Tepung terigu,> 1 500 000.11,0.007,4646,8.95,15.84,buruk,memadai,tidak,tinggi
Sumatera Utara,Tepung terigu,500 000- 749 999.12,0.002,4236,21.79,11.72,baik,memadai,ya,sedang
Sumatera Selatan,Tepung terigu,750 000- 999 999.12,0.002,4269,10.93,19.92,sedang,memadai,ya,tinggi
Sumatera Selatan,Tepung terigu,1 000 000- 1 499 999.12,0.008,1074,17.5,14.66,baik,tidak memadai,ya,sedang
Sumatera Barat,Tepung terigu,> 1 500 000.12,0.003,3761,25.01,4.16,sedang,tidak memadai,tidak,tinggi
Sumatera Utara,Tepung terigu,300 000- 499 999.13,0.001,1648,17.21,9.83,baik,tidak memadai,ya,sedang
Sumatera Utara,Tepung terigu,500 000- 749 999.13,0.003,2215,25.14,15.41,sedang,memadai,ya,tinggi
Sumatera Utara,Tepung terigu,750 000- 999 999.13,0.002,4354,15.66,17.32,baik,tidak memadai,tidak,tinggi
Sumatera Barat,Tepung terigu,1 000 000- 1 499 999.13,0.006,2991,29.98,16.83,baik,tidak memadai,tidak,tinggi
Sumatera Selatan,Tepung terigu,> 1 500 000.13,0.01,3160,15.9,19.61,baik,memadai,ya,tinggi
Sumatera Barat,Tepung terigu,300 000- 499 999.14,0.001,3624,8.73,11.32,sedang,memadai,ya,rendah
Sumatera Barat,Tepung terigu,500 000- 749 999.14,0.002,3551,15.05,5.38,baik,memadai,ya,sedang
Sumatera Barat,Tepung terigu,750 000- 999 999.14,0.002,504,23.56,14.09,baik,memadai,ya,sedang
Sumatera Selatan,Tepung terigu,1 000 000- 1 499 999.14,0.007,1376,26.2,4.2,sedang,memadai,ya,tinggi
Sumatera Barat,Tepung terigu,> 1 500 000.14,0.006,1491,16.5,19.55,baik,tidak memadai,ya,tinggi
Sumatera Selatan,Tepung terigu,500 000- 749 999.15,0.001,4642,19.86,15.9,baik,tidak memadai,tidak,tinggi
Sumatera Barat,Tepung terigu,750 000- 999 999.15,0.019,4864,26.12,19.7,sedang,memadai,ya,tinggi
Sumatera Utara,Tepung terigu,1 000 000- 1 499 999.15,0.004,4965,25.34,9.41,sedang,memadai,ya,tinggi
Sumatera Utara,Tepung terigu,> 1 500 000.15,0.002,1135,21.44,3.27,baik,tidak memadai,ya,sedang
Sumatera Selatan,Tepung terigu,300 000- 499 999.16,0.006,2193,25.38,11.86,baik,tidak memadai,ya,tinggi
Sumatera Barat,Tepung terigu,500 000- 749 999.16,3.31,2182,19.4,5.06,baik,tidak memadai,ya,sedang
Sumatera Barat,Tepung terigu,750 000- 999 999.16,0.002,619,5.12,14.55,buruk,tidak memadai,ya,rendah
Sumatera Selatan,Tepung terigu,1 000 000- 1 499 999.16,0.004,1330,6.03,11.46,sedang,memadai,tidak,rendah
Sumatera Utara,Tepung terigu,> 1 500 000.16,0.009,4175,29.5,15.81,buruk,tidak memadai,ya,tinggi
Sumatera Utara,Tepung terigu,300 000- 499 999.17,0.004,1869,8.62,7.95,sedang,memadai,ya,rendah
Sumatera Utara,Tepung terigu,500 000- 749 999.17,0.001,1240,15.11,17.1,buruk,tidak memadai,tidak,tinggi
Sumatera Barat,Tepung terigu,750 000- 999 999.17,0.009,616,28.35,14.06,buruk,tidak memadai,ya,tinggi
Sumatera Utara,Tepung terigu,1 000 000- 1 499 999.17,0.004,3338,9.88,19.79,baik,memadai,tidak,tinggi
Sumatera Barat,Tepung terigu,> 1 500 000.17,0.005,1650,26.09,6.04,baik,tidak memadai,ya,tinggi
Sumatera Utara,Tepung terigu,500 000- 749 999.18,0.001,2431,25.46,3.87,sedang,memadai,tidak,tinggi
Sumatera Utara,Tepung terigu,750 000- 999 999.18,0.001,1512,29.66,17.47,baik,tidak memadai,ya,tinggi
Sumatera Barat,Tepung terigu,1 000 000- 1 499 999.18,0.006,2164,12.04,8.75,sedang,tidak memadai,tidak,rendah
Sumatera Selatan,Tepung terigu,> 1 500 000.18,0.006,1581,12.88,10.33,baik,tidak memadai,ya,rendah
Sumatera Utara,Tepung terigu,500 000- 749 999.19,0.001,1012,27.57,18.74,buruk,tidak memadai,tidak,tinggi
Sumatera Barat,Tepung terigu,750 000- 999 999.19,0.003,3349,10.85,10.49,sedang,memadai,tidak,rendah
Sumatera Barat,Tepung terigu,1 000 000- 1 499 999.19,0.006,1059,18.7,8.07,sedang,tidak memadai,ya,sedang
Sumatera Barat,Tepung terigu,> 1 500 000.19,0.009,4172,22.68,4.01,sedang,memadai,tidak,sedang
Sumatera Barat,Tepung terigu,500 000- 749 999.20,0.001,3843,11.8,10.53,sedang,memadai,tidak,rendah
Sumatera Selatan,Padi-padian lainnya,750 000- 999 999.20,0.002,4570,28.46,14.13,sedang,memadai,tidak,tinggi
Sumatera Selatan,Padi-padian lainnya,1 000 000- 1 499 999.20,0.006,1970,21.64,7.58,sedang,memadai,ya,sedang
Sumatera Barat,Padi-padian lainnya,> 1 500 000.20,0.007,1080,6.18,15.2,sedang,memadai,ya,tinggi
Sumatera Selatan,Padi-padian lainnya,300 000- 499 999,0.001,2794,8.39,11.13,sedang,memadai,ya,rendah
Sumatera Utara,Padi-padian lainnya,500 000- 749 999,0.002,3647,9.77,17.59,sedang,memadai,ya,tinggi
Sumatera Selatan,Padi-padian lainnya,750 000- 999 999,0.013,4749,11.12,5.75,sedang,memadai,tidak,rendah
Sumatera Barat,Padi-padian lainnya,1 000 000- 1 499 999,0.009,2179,23.27,15.87,baik,memadai,ya,tinggi
Sumatera Barat,Padi-padian lainnya,> 1 500 000,0.016,4006,7.22,18.85,sedang,tidak memadai,tidak,tinggi
Sumatera Barat,Padi-padian lainnya,300 000- 499 999.1,0.006,3244,13.76,15.6,baik,tidak memadai,tidak,tinggi
Sumatera Selatan,Padi-padian lainnya,500 000- 749 999.1,0.007,3856,27.78,9.9,sedang,tidak memadai,tidak,tinggi
Sumatera Barat,Padi-padian lainnya,750 000- 999 999.1,0.008,4545,18.92,6.92,sedang,memadai,ya,sedang
Sumatera Barat,Padi-padian lainnya,1 000 000- 1 499 999.1,0.009,1743,11.64,4.67,baik,tidak memadai,ya,rendah
Sumatera Utara,Padi-padian lainnya,> 1 500 000.1,0.02,3618,28.93,13.92,baik,memadai,ya,tinggi
Sumatera Utara,Padi-padian lainnya,300 000- 499 999.2,0.005,2641,11.11,5.43,buruk,tidak memadai,tidak,rendah
Sumatera Utara,Padi-padian lainnya,500 000- 749 999.2,0.006,3559,27.63,17.25,sedang,tidak memadai,ya,tinggi
Sumatera Utara,Padi-padian lainnya,750 000- 999 999.2,0.01,3459,23.14,19.33,sedang,memadai,ya,tinggi
Sumatera Utara,Padi-padian lainnya,1 000 000- 1 499 999.2,0.009,2765,23.51,5.31,baik,tidak memadai,tidak,sedang
Sumatera Selatan,Padi-padian lainnya,> 1 500 000.2,0.017,2979,24.12,9.39,sedang,memadai,ya,sedang
Sumatera Barat,Padi-padian lainnya,300 000- 499 999.3,0.002,2135,17.66,18.93,sedang,memadai,ya,tinggi
Sumatera Utara,Padi-padian lainnya,500 000- 749 999.3,0.015,2257,25.36,11.0,buruk,tidak memadai,tidak,tinggi
Sumatera Utara,Padi-padian lainnya,750 000- 999 999.3,0.011,4952,25.9,12.1,buruk,tidak memadai,ya,tinggi
Sumatera Barat,Padi-padian lainnya,1 000 000- 1 499 999.3,0.016,2570,14.01,15.71,buruk,tidak memadai,tidak,tinggi
Sumatera Selatan,Padi-padian lainnya,> 1 500 000.3,0.015,3349,15.01,6.58,baik,tidak memadai,tidak,sedang
Sumatera Barat,Padi-padian lainnya,300 000- 499 999.4,0.006,3751,27.22,19.65,baik,memadai,tidak,tinggi
Sumatera Utara,Padi-padian lainnya,500 000- 749 999.4,0.003,4230,18.12,16.28,sedang,memadai,tidak,tinggi
Sumatera Utara,Padi-padian lainnya,750 000- 999 999.4,0.007,2989,26.67,5.74,sedang,memadai,ya,tinggi
Sumatera Barat,Padi-padian lainnya,1 000 000- 1 499 999.4,0.013,2131,20.67,4.89,sedang,memadai,ya,sedang
Sumatera Selatan,Padi-padian lainnya,> 1 500 000.4,0.026,3316,19.84,18.89,sedang,memadai,ya,tinggi
Sumatera Selatan,Padi-padian lainnya,300 000- 499 999.5,0.005,1515,5.77,14.65,buruk,tidak memadai,ya,rendah
Sumatera Utara,Padi-padian lainnya,500 000- 749 999.5,0.007,1848,11.95,3.66,sedang,tidak memadai,ya,rendah
Sumatera Selatan,Padi-padian lainnya,750 000- 999 999.5,0.008,3587,17.55,5.41,baik,tidak memadai,ya,sedang
Sumatera Utara,Padi-padian lainnya,1 000 000- 1 499 999.5,0.014,3339,19.68,3.81,baik,memadai,tidak,sedang
Sumatera Selatan,Padi-padian lainnya,> 1 500 000.5,0.018,835,20.76,19.56,baik,tidak memadai,tidak,tinggi
Sumatera Barat,Padi-padian lainnya,300 000- 499 999.6,0.002,1395,22.91,11.46,sedang,memadai,tidak,sedang
Sumatera Utara,Padi-padian lainnya,500 000- 749 999.6,0.006,4046,21.41,10.86,baik,tidak memadai,ya,sedang
Sumatera Utara,Padi-padian lainnya,750 000- 999 999.6,0.009,1351,26.21,19.25,baik,memadai,tidak,tinggi
Sumatera Barat,Padi-padian lainnya,1 000 000- 1 499 999.6,0.008,2187,12.39,11.58,buruk,memadai,tidak,rendah
Sumatera Selatan,Padi-padian lainnya,> 1 500 000.6,0.025,2431,21.04,11.8,baik,tidak memadai,tidak,sedang
Sumatera Utara,Padi-padian lainnya,300 000- 499 999.7,0.005,4246,6.28,19.73,buruk,tidak memadai,ya,tinggi
Sumatera Barat,Padi-padian lainnya,500 000- 749 999.7,0.005,2927,17.0,4.89,buruk,memadai,ya,sedang
Sumatera Barat,Padi-padian lainnya,750 000- 999 999.7,0.005,2068,11.7,19.76,buruk,memadai,ya,tinggi
Sumatera Utara,Padi-padian lainnya,1 000 000- 1 499 999.7,0.011,4500,14.52,5.82,buruk,tidak memadai,tidak,rendah
Sumatera Utara,Padi-padian lainnya,> 1 500 000.7,0.015,3238,13.87,11.04,baik,tidak memadai,ya,rendah
Sumatera Selatan,Padi-padian lainnya,300 000- 499 999.8,0.004,3998,6.51,8.74,sedang,tidak memadai,ya,rendah
Sumatera Utara,Padi-padian lainnya,500 000- 749 999.8,0.006,4413,16.67,19.24,buruk,tidak memadai,tidak,tinggi
Sumatera Barat,Padi-padian lainnya,750 000- 999 999.8,0.006,1566,29.87,11.25,baik,memadai,ya,tinggi
Sumatera Utara,Padi-padian lainnya,1 000 000- 1 499 999.8,0.01,4880,12.47,3.39,baik,memadai,tidak,rendah
Sumatera Utara,Padi-padian lainnya,> 1 500 000.8,0.021,2944,23.4,6.77,sedang,tidak memadai,ya,sedang
Sumatera Utara,Padi-padian lainnya,500 000- 749 999.9,0.006,4607,18.69,10.32,sedang,tidak memadai,ya,sedang
Sumatera Barat,Padi-padian lainnya,750 000- 999 999.9,0.015,3873,13.13,14.5,buruk,tidak memadai,tidak,rendah
Sumatera Selatan,Padi-padian lainnya,1 000 000- 1 499 999.9,0.013,4469,7.24,12.55,baik,tidak memadai,ya,rendah
Sumatera Barat,Padi-padian lainnya,> 1 500 000.9,0.013,3046,10.4,17.45,baik,memadai,tidak,tinggi
Sumatera Selatan,Padi-padian lainnya,300 000- 499 999.10,0.001,1253,24.55,17.08,sedang,memadai,tidak,tinggi
Sumatera Utara,Padi-padian lainnya,500 000- 749 999.10,0.007,2582,11.98,13.04,baik,tidak memadai,ya,rendah
Sumatera Selatan,Padi-padian lainnya,750 000- 999 999.10,0.014,3274,8.61,12.71,sedang,memadai,ya,rendah
Sumatera Barat,Padi-padian lainnya,1 000 000- 1 499 999.10,0.014,3396,13.28,7.73,buruk,memadai,ya,rendah
Sumatera Barat,Padi-padian lainnya,> 1 500 000.10,0.024,4685,19.6,19.28,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Padi-padian lainnya,300 000- 499 999.11,0.001,1275,22.59,4.31,sedang,tidak memadai,ya,sedang
Sumatera Barat,Padi-padian lainnya,500 000- 749 999.11,0.007,2125,14.68,9.75,sedang,tidak memadai,ya,rendah
Sumatera Selatan,Padi-padian lainnya,750 000- 999 999.11,0.014,3569,17.45,14.23,buruk,tidak memadai,ya,sedang
Sumatera Utara,Padi-padian lainnya,1 000 000- 1 499 999.11,0.014,917,16.37,19.08,sedang,memadai,ya,tinggi
Sumatera Utara,Padi-padian lainnya,> 1 500 000.11,0.016,614,5.23,11.53,baik,memadai,tidak,rendah
Sumatera Utara,Padi-padian lainnya,300 000- 499 999.12,0.008,1116,14.89,18.23,buruk,memadai,ya,tinggi
Sumatera Utara,Padi-padian lainnya,500 000- 749 999.12,0.004,4474,19.68,4.78,sedang,memadai,ya,sedang
Sumatera Selatan,Padi-padian lainnya,750 000- 999 999.12,0.008,3767,19.25,12.04,baik,tidak memadai,ya,sedang
Sumatera Barat,Padi-padian lainnya,1 000 000- 1 499 999.12,0.024,1325,23.74,8.37,baik,memadai,ya,sedang
Sumatera Utara,Padi-padian lainnya,> 1 500 000.12,0.016,2016,21.76,16.53,baik,tidak memadai,tidak,tinggi
Sumatera Utara,Padi-padian lainnya,300 000- 499 999.13,1.42,3646,11.92,10.56,buruk,tidak memadai,ya,rendah
Sumatera Selatan,Padi-padian lainnya,500 000- 749 999.13,0.007,912,11.39,11.08,baik,tidak memadai,ya,rendah
